OBJECTID_1,FID_Metrorail_Stations_Buffer,OBJECTID,NAME,STATION,NODE,YEAR_,GlobalID,CreationDa,Creator,EditDate,Editor,BUFF_DIST,ORIG_FID,FID_Current_Housing_Units,OBJECTID,PIN,PARCE_ID,VALID_FROM,VALID_TO,CURRE_UNIT,HOUSI_UNIT,LUC,YEAR_BUILT,STRUC_DESC
3477,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,29270,29271,0294 12090310,448655,,1/1/2023,1,LR,41,1997,
3478,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,29271,29272,0294 12090401,449851,,1/1/2023,1,LR,41,1997,
3479,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,29272,29273,0294 12090405,452622,,1/1/2023,1,LR,41,1997,
3480,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,32887,32888,0294 12090302,446752,,1/1/2023,1,LR,41,1997,
3481,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,32888,32889,0294 12090308,446613,,1/1/2023,1,LR,41,1997,
3482,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,32889,32890,0294 12090317,444256,,1/1/2023,1,LR,41,1997,
3483,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,32890,32891,0294 12090419,452748,,1/1/2023,1,LR,41,1997,
3484,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,33293,33294,0294 12090301,448239,,1/1/2023,1,LR,41,1997,
3485,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,33294,33295,0294 12090406,446625,,1/1/2023,1,LR,41,1997,
3486,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,33295,33296,0294 12090414,435772,,1/1/2023,1,LR,41,1997,
3487,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,33296,33297,0294 12090421,445235,,1/1/2023,1,LR,41,1997,
3488,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,34104,34105,0294 12090404,448813,,1/1/2023,1,LR,41,1997,
3489,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,34105,34106,0294 12090416,444940,,1/1/2023,1,LR,41,1997,
3490,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,35633,35634,0294 12090207,454849,,1/1/2023,1,LR,41,1997,
3491,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,35634,35635,0294 12090221,453971,,1/1/2023,1,LR,41,1997,
3492,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,35635,35636,0294 12090407,449150,,1/1/2023,1,LR,41,1997,
3493,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,37917,37918,0294 12090206,452888,,1/1/2023,1,LR,41,1997,
3494,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,37918,37919,0294 12090208,451686,,1/1/2023,1,LR,41,1997,
3495,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,37919,37920,0294 12090213,444435,,1/1/2023,1,LR,41,1997,
3496,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,37920,37921,0294 12090313,450409,,1/1/2023,1,LR,41,1997,
3497,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,37921,37922,0294 12090314,446692,,1/1/2023,1,LR,41,1997,
3498,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,37922,37923,0294 12090319,455941,,1/1/2023,1,LR,41,1997,
3499,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,39254,39255,0294 12090212,449599,,1/1/2023,1,LR,41,1997,
3500,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40558,40559,0294 12090117,454173,,1/1/2023,1,LR,41,1997,
3501,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40687,40688,0294 12090315,452040,,1/1/2023,1,LR,41,1997,
3502,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,44403,44404,0294 12090204,454576,,1/1/2023,1,LR,41,1997,
3503,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,44404,44405,0294 12090305,446868,,1/1/2023,1,LR,41,1997,
3504,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,46446,46447,0294 12090106,446755,,1/1/2023,1,LR,41,1997,
3505,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,46447,46448,0294 12090107,446898,,1/1/2023,1,LR,41,1997,
3506,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,47488,47489,0294 12090210,451738,,1/1/2023,1,LR,41,1997,
3507,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,47489,47490,0294 12090307,453171,,1/1/2023,1,LR,41,1997,
3508,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,47490,47491,0294 12090415,450926,,1/1/2023,1,LR,41,1997,
3509,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49856,49857,0294 12090102,451651,,1/1/2023,1,LR,41,1997,
3510,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49857,49858,0294 12090110,449985,,1/1/2023,1,LR,41,1997,
3511,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49858,49859,0294 12090121,454821,,1/1/2023,1,LR,41,1997,
3512,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,51477,51478,0294 12090115,444641,,1/1/2023,1,LR,41,1997,
3513,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,51478,51479,0294 12090116,424963,,1/1/2023,1,LR,41,1997,
3514,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52089,52090,0294 12090402,446582,,1/1/2023,1,LR,41,1997,
3515,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52268,52269,0294 12090104,454528,,1/1/2023,1,LR,41,1997,
3516,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52269,52270,0294 12090109,451012,,1/1/2023,1,LR,41,1997,
3517,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52270,52271,0294 12090112,445586,,1/1/2023,1,LR,41,1997,
3518,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52271,52272,0294 12090203,451690,,1/1/2023,1,LR,41,1997,
3519,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52506,52507,0294 12090211,445911,,1/1/2023,1,LR,41,1997,
3520,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52507,52508,0294 12090403,450800,,1/1/2023,1,LR,41,1997,
3521,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52508,52509,0294 12090412,445324,,1/1/2023,1,LR,41,1997,
3522,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52953,52954,0294 12090119,444206,,1/1/2023,1,LR,41,1997,
3523,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,52954,52955,0294 12090201,446577,,1/1/2023,1,LR,41,1997,
3524,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,54135,54136,0294 12090113,453805,,1/1/2023,1,LR,41,1997,
3525,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,54136,54137,0294 12090202,452027,,1/1/2023,1,LR,41,1997,
3526,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,57004,57005,0294 12090304,450741,,1/1/2023,1,LR,41,1997,
3527,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,57005,57006,0294 12090411,451524,,1/1/2023,1,LR,41,1997,
3528,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,57991,57992,0294 12090306,450437,,1/1/2023,1,LR,41,1997,
3529,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,57992,57993,0294 12090309,445787,,1/1/2023,1,LR,41,1997,
3530,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,60739,60740,0294 12090312,449059,,1/1/2023,1,LR,41,1997,
3531,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,60740,60741,0294 12090323,446275,,1/1/2023,1,LR,41,1997,
3532,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,60741,60742,0294 12090408,424362,,1/1/2023,1,LR,41,1997,
3533,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,60742,60743,0294 12090413,444111,,1/1/2023,1,LR,41,1997,
3534,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,61970,61971,0294 12090316,446116,,1/1/2023,1,LR,41,1997,
3535,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,64894,64895,0294 12090214,447316,,1/1/2023,1,LR,41,1997,
3536,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,64895,64896,0294 12090223,450088,,1/1/2023,1,LR,41,1997,
3537,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,64896,64897,0294 12090303,448707,,1/1/2023,1,LR,41,1997,
3538,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,64897,64898,0294 12090311,450362,,1/1/2023,1,LR,41,1997,
3539,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,80702,80703,0294 12090108,446199,,1/1/2023,1,LR,41,1997,
3540,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,80703,80704,0294 12090114,448608,,1/1/2023,1,LR,41,1997,
3541,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,86204,86205,0294 12090101,435779,,1/1/2023,1,LR,41,1997,
3542,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,86205,86206,0294 12090111,452564,,1/1/2023,1,LR,41,1997,
3543,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,88093,88094,0294 12090123,455723,,1/1/2023,1,LR,41,1997,
3544,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,88880,88881,0294 12090105,412241,,1/1/2023,1,LR,41,1997,
3545,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,94960,94961,0294 12090209,451630,,1/1/2023,1,LR,41,1997,
3546,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,94961,94962,0294 12090321,420823,,1/1/2023,1,LR,41,1997,
3547,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,94962,94963,0294 12090417,454650,,1/1/2023,1,LR,41,1997,
3548,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,96178,96179,0294 12090103,450502,,1/1/2023,1,LR,41,1997,
3549,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,28079,28080,0294 12040108,444968,,1/1/2023,1,LR,41,1997,
3550,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,28080,28081,0294 12040206,445351,,1/1/2023,1,LR,41,1998,
3551,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,28081,28082,0294 12040314,451277,,1/1/2023,1,LR,41,1997,
3552,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,28082,28083,0294 12040407,455155,,1/1/2023,1,LR,41,1997,
3553,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,37377,37378,0294 12040306,453996,,1/1/2023,1,LR,41,1997,
3554,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,38378,38379,0294 12040115,446877,,1/1/2023,1,LR,41,1997,
3555,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,38379,38380,0294 12040201,450609,,1/1/2023,1,LR,41,1997,
3556,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,38380,38381,0294 12040304,454021,,1/1/2023,1,LR,41,1997,
3557,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,38381,38382,0294 12040414,449920,,1/1/2023,1,LR,41,1997,
3558,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40544,40545,0294 12040210,445229,,1/1/2023,1,LR,41,1997,
3559,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40545,40546,0294 12040212,448728,,1/1/2023,1,LR,41,1998,
3560,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40546,40547,0294 12040308,452140,,1/1/2023,1,LR,41,1997,
3561,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40547,40548,0294 12040402,445863,,1/1/2023,1,LR,41,1997,
3562,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40768,40769,0294 12040102,444446,,1/1/2023,1,LR,41,1997,
3563,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40769,40770,0294 12040302,448139,,1/1/2023,1,LR,41,1997,
3564,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40770,40771,0294 12040307,452134,,1/1/2023,1,LR,41,1997,
3565,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40771,40772,0294 12040408,444909,,1/1/2023,1,LR,41,1997,
3566,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,40772,40773,0294 12040412,451293,,1/1/2023,1,LR,41,1998,
3567,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,41306,41307,0294 12040103,447226,,1/1/2023,1,LR,41,1997,
3568,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,41307,41308,0294 12040205,446691,,1/1/2023,1,LR,41,1997,
3569,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,42805,42806,0294 12040204,444016,,1/1/2023,1,LR,41,1997,
3570,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,42806,42807,0294 12040208,444930,,1/1/2023,1,LR,41,1997,
3571,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,42807,42808,0294 12040215,448643,,1/1/2023,1,LR,41,1997,
3572,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,42808,42809,0294 12040316,451939,,1/1/2023,1,LR,41,1997,
3573,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,43330,43331,0294 12040202,445225,,1/1/2023,1,LR,41,1997,
3574,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,43331,43332,0294 12040403,444811,,1/1/2023,1,LR,41,1997,
3575,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,44229,44230,0294 12040101,445075,,1/1/2023,1,LR,41,1997,
3576,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,44230,44231,0294 12040107,451057,,1/1/2023,1,LR,41,1997,
3577,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,44231,44232,0294 12040109,447627,,1/1/2023,1,LR,41,1997,
3578,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,44232,44233,0294 12040303,446939,,1/1/2023,1,LR,41,1997,
3579,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,46432,46433,0294 12040405,449746,,1/1/2023,1,LR,41,1997,
3580,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,46433,46434,0294 12040409,445350,,1/1/2023,1,LR,41,1997,
3581,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,46434,46435,0294 12040413,454235,,1/1/2023,1,LR,41,1997,
3582,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49182,49183,0294 12040113,447081,,1/1/2023,1,LR,41,1997,
3583,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49183,49184,0294 12040415,445984,,1/1/2023,1,LR,41,1997,
3584,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49841,49842,0294 12040110,447714,,1/1/2023,1,LR,41,1997,
3585,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49842,49843,0294 12040207,445392,,1/1/2023,1,LR,41,1997,
3586,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49843,49844,0294 12040211,435727,,1/1/2023,1,LR,41,1998,
3587,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49844,49845,0294 12040312,451224,,1/1/2023,1,LR,41,1998,
3588,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,49845,49846,0294 12040416,448596,,1/1/2023,1,LR,41,1997,
3589,21,321,MCLEAN,0,0,2014,0684a575-e679-4375-ac14-f49a80e0f8f8,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,20,51456,51457,0294 12040106,453628,,1/1/2023,1,LR,41,1997,
