OBJECTID_1,FID_Metrorail_Stations_Buffer,OBJECTID,NAME,STATION,NODE,YEAR_,GlobalID,CreationDa,Creator,EditDate,Editor,BUFF_DIST,ORIG_FID,FID_Current_Housing_Units,OBJECTID,PIN,PARCE_ID,VALID_FROM,VALID_TO,CURRE_UNIT,HOUSI_UNIT,LUC,YEAR_BUILT,STRUC_DESC
98,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67113,67114,0392 34 1004,435639,,1/1/2023,1,HR,47,1986,
99,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67114,67115,0392 34 1106,445668,,1/1/2023,1,HR,47,1986,
100,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67115,67116,0392 34 1212,446059,,1/1/2023,1,HR,47,1986,
101,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67571,67572,0392 34 0208,454199,,1/1/2023,1,HR,47,1986,
102,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67572,67573,0392 34 0213,445989,,1/1/2023,1,HR,47,1986,
103,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67573,67574,0392 34 0215,449142,,1/1/2023,1,HR,47,1986,
104,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67574,67575,0392 34 0307,448318,,1/1/2023,1,HR,47,1986,
105,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67575,67576,0392 34 0509,455484,,1/1/2023,1,HR,47,1986,
106,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67576,67577,0392 34 0510,448156,,1/1/2023,1,HR,47,1986,
107,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67577,67578,0392 34 0516,448342,,1/1/2023,1,HR,47,1986,
108,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67578,67579,0392 34 0701,450524,,1/1/2023,1,HR,47,1986,
109,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67579,67580,0392 34 0713,453707,,1/1/2023,1,HR,47,1986,
110,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67580,67581,0392 34 0803,451911,,1/1/2023,1,HR,47,1986,
111,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67581,67582,0392 34 0816,449031,,1/1/2023,1,HR,47,1986,
112,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67582,67583,0392 34 1203,450911,,1/1/2023,1,HR,47,1986,
113,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67583,67584,0392 34 1208,450986,,1/1/2023,1,HR,47,1986,
114,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67584,67585,0392 34 1210,448174,,1/1/2023,1,HR,47,1986,
115,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67585,67586,0392 34 1216,453516,,1/1/2023,1,HR,47,1986,
116,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67586,67587,0392 34 1414,450806,,1/1/2023,1,HR,47,1986,
117,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,67587,67588,0392 34 1418,448922,,1/1/2023,1,HR,47,1986,
118,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71548,71549,0392 34 0206,454337,,1/1/2023,1,HR,47,1986,
119,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71549,71550,0392 34 0306,449137,,1/1/2023,1,HR,47,1986,
120,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71550,71551,0392 34 0405,449887,,1/1/2023,1,HR,47,1986,
121,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71551,71552,0392 34 0410,453791,,1/1/2023,1,HR,47,1986,
122,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71552,71553,0392 34 0501,455392,,1/1/2023,1,HR,47,1986,
123,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71553,71554,0392 34 0603,454323,,1/1/2023,1,HR,47,1986,
124,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71554,71555,0392 34 0604,449677,,1/1/2023,1,HR,47,1986,
125,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71555,71556,0392 34 0606,452187,,1/1/2023,1,HR,47,1986,
126,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71556,71557,0392 34 1001,453062,,1/1/2023,1,HR,47,1986,
127,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71557,71558,0392 34 1003,451005,,1/1/2023,1,HR,47,1986,
128,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71558,71559,0392 34 1009,446402,,1/1/2023,1,HR,47,1986,
129,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71559,71560,0392 34 1118,448795,,1/1/2023,1,HR,47,1986,
130,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71721,71722,0392 34 0615,447018,,1/1/2023,1,HR,47,1986,
131,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71722,71723,0392 34 0617,454687,,1/1/2023,1,HR,47,1986,
132,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71723,71724,0392 34 0811,450553,,1/1/2023,1,HR,47,1986,
133,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71724,71725,0392 34 1012,446812,,1/1/2023,1,HR,47,1986,
134,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71725,71726,0392 34 1015,453936,,1/1/2023,1,HR,47,1986,
135,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71726,71727,0392 34 1018,449349,,1/1/2023,1,HR,47,1986,
136,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71727,71728,0392 34 1116,445771,,1/1/2023,1,HR,47,1986,
137,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71728,71729,0392 34 1202,449197,,1/1/2023,1,HR,47,1986,
138,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71729,71730,0392 34 1215,455729,,1/1/2023,1,HR,47,1986,
139,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71875,71876,0392 34 0113,453363,,1/1/2023,1,HR,47,1986,
140,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71876,71877,0392 34 0703,454148,,1/1/2023,1,HR,47,1986,
141,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71877,71878,0392 34 0705,444280,,1/1/2023,1,HR,47,1986,
142,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71878,71879,0392 34 0710,455315,,1/1/2023,1,HR,47,1986,
143,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71879,71880,0392 34 0712,444257,,1/1/2023,1,HR,47,1986,
144,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71880,71881,0392 34 0807,444542,,1/1/2023,1,HR,47,1986,
145,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71881,71882,0392 34 0818,454454,,1/1/2023,1,HR,47,1986,
146,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71882,71883,0392 34 0907,447618,,1/1/2023,1,HR,47,1986,
147,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71883,71884,0392 34 0910,446959,,1/1/2023,1,HR,47,1986,
148,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71884,71885,0392 34 1403,446080,,1/1/2023,1,HR,47,1986,
149,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,71885,71886,0392 34 1410,448282,,1/1/2023,1,HR,47,1986,
150,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,72573,72574,0392 34 0205,449822,,1/1/2023,1,HR,47,1986,
151,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,72574,72575,0392 34 0310,451162,,1/1/2023,1,HR,47,1986,
152,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,72575,72576,0392 34 0503,453447,,1/1/2023,1,HR,47,1986,
153,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74088,74089,0392 34 0602,450354,,1/1/2023,1,HR,47,1986,
154,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74089,74090,0392 34 0607,455917,,1/1/2023,1,HR,47,1986,
155,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74090,74091,0392 34 0609,399905,,1/1/2023,1,HR,47,1986,
156,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74091,74092,0392 34 0704,448600,,1/1/2023,1,HR,47,1986,
157,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74092,74093,0392 34 0717,455386,,1/1/2023,1,HR,47,1986,
158,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74093,74094,0392 34 0809,410454,,1/1/2023,1,HR,47,1986,
159,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74094,74095,0392 34 1016,454170,,1/1/2023,1,HR,47,1986,
160,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74095,74096,0392 34 1105,447380,,1/1/2023,1,HR,47,1986,
161,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74096,74097,0392 34 1107,451389,,1/1/2023,1,HR,47,1986,
162,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74097,74098,0392 34 1113,451215,,1/1/2023,1,HR,47,1986,
163,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74098,74099,0392 34 1115,448171,,1/1/2023,1,HR,47,1986,
164,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74099,74100,0392 34 1209,448062,,1/1/2023,1,HR,47,1986,
165,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74100,74101,0392 34 1214,435665,,1/1/2023,1,HR,47,1986,
166,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74101,74102,0392 34 1401,450085,,1/1/2023,1,HR,47,1986,
167,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74195,74196,0392 34 0211,453388,,1/1/2023,1,HR,47,1986,
168,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74196,74197,0392 34 0611,406366,,1/1/2023,1,HR,47,1986,
169,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74197,74198,0392 34 0804,448160,,1/1/2023,1,HR,47,1986,
170,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74198,74199,0392 34 0813,450749,,1/1/2023,1,HR,47,1986,
171,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74199,74200,0392 34 0902,449970,,1/1/2023,1,HR,47,1986,
172,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74200,74201,0392 34 0912,453486,,1/1/2023,1,HR,47,1986,
173,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74201,74202,0392 34 1201,447777,,1/1/2023,1,HR,47,1986,
174,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74202,74203,0392 34 1417,449403,,1/1/2023,1,HR,47,1986,
175,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74256,74257,0392 34 1218,455151,,1/1/2023,1,HR,47,1986,
176,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,74257,74258,0392 34 1407,455493,,1/1/2023,1,HR,47,1986,
177,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,75451,75452,0392 34 0317,451517,,1/1/2023,1,HR,47,1986,
178,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,75452,75453,0392 34 0406,454488,,1/1/2023,1,HR,47,1986,
179,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,75453,75454,0392 34 0505,455924,,1/1/2023,1,HR,47,1986,
180,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,75454,75455,0392 34 0801,455233,,1/1/2023,1,HR,47,1986,
181,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,75455,75456,0392 34 0805,453846,,1/1/2023,1,HR,47,1986,
182,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,75456,75457,0392 34 0905,447699,,1/1/2023,1,HR,47,1986,
183,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,75457,75458,0392 34 0915,444531,,1/1/2023,1,HR,47,1986,
184,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,75458,75459,0392 34 0918,453095,,1/1/2023,1,HR,47,1986,
185,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,75459,75460,0392 34 1205,451730,,1/1/2023,1,HR,47,1986,
186,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,75460,75461,0392 34 1405,446786,,1/1/2023,1,HR,47,1986,
187,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76219,76220,0392 34 0111,446987,,1/1/2023,1,HR,47,1986,
188,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76220,76221,0392 34 0218,446373,,1/1/2023,1,HR,47,1986,
189,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76221,76222,0392 34 0316,453816,,1/1/2023,1,HR,47,1986,
190,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76222,76223,0392 34 0404,446363,,1/1/2023,1,HR,47,1986,
191,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76223,76224,0392 34 0412,448900,,1/1/2023,1,HR,47,1986,
192,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76224,76225,0392 34 0515,449697,,1/1/2023,1,HR,47,1986,
193,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76225,76226,0392 34 0616,450569,,1/1/2023,1,HR,47,1986,
194,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76226,76227,0392 34 0708,453500,,1/1/2023,1,HR,47,1986,
195,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76227,76228,0392 34 0709,452784,,1/1/2023,1,HR,47,1986,
196,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76228,76229,0392 34 0815,449537,,1/1/2023,1,HR,47,1986,
197,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76229,76230,0392 34 1002,444842,,1/1/2023,1,HR,47,1986,
198,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76230,76231,0392 34 1117,424211,,1/1/2023,1,HR,47,1986,
199,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76231,76232,0392 34 1206,444666,,1/1/2023,1,HR,47,1986,
200,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76232,76233,0392 34 1213,454799,,1/1/2023,1,HR,47,1986,
201,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76481,76482,0392 34 0318,411530,,1/1/2023,1,HR,47,1986,
202,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76482,76483,0392 34 0514,445522,,1/1/2023,1,HR,47,1986,
203,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76483,76484,0392 34 0618,409882,,1/1/2023,1,HR,47,1986,
204,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76484,76485,0392 34 0802,446886,,1/1/2023,1,HR,47,1986,
205,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76485,76486,0392 34 0903,445571,,1/1/2023,1,HR,47,1986,
206,23,323,TYSONS,0,0,2014,4e1e6eb2-d915-4cec-aab7-3f9c082b5aa6,4/7/2024,FairfaxCounty,4/7/2024,FairfaxCounty,2639.99472,22,76486,76487,0392 34 0904,446431,,1/1/2023,1,HR,47,1986,
